id_etudiant,id_competence,score
ETU_0008,DEN_C09,0
ETU_0008,DEN_C10,1
ETU_0008,DEN_C11,0
ETU_0008,DEN_C12,1
ETU_0009,PHA_C01,1
ETU_0009,PHA_C02,0
ETU_0009,PHA_C03,1
ETU_0009,PHA_C04,1
ETU_0009,PHA_C05,1
ETU_0009,PHA_C06,1
ETU_0009,PHA_C07,1
ETU_0009,PHA_C08,0
ETU_0009,PHA_C09,1
ETU_0009,PHA_C10,2
ETU_0010,MAI_C01,1
ETU_0010,MAI_C02,1
ETU_0010,MAI_C03,1
ETU_0010,MAI_C04,0
ETU_0010,MAI_C05,0
ETU_0010,MAI_C06,2
ETU_0010,MAI_C07,0
ETU_0010,MAI_C08,2
ETU_0010,MAI_C09,0
ETU_0010,MAI_C10,0
ETU_0010,MAI_C11,1
ETU_0010,MAI_C12,1
ETU_0011,MED_C01,0
ETU_0011,MED_C02,0
ETU_0011,MED_C03,0
ETU_0011,MED_C04,0
ETU_0011,MED_C05,0
ETU_0011,MED_C06,0
ETU_0011,MED_C07,1
ETU_0011,MED_C08,3
ETU_0011,MED_C09,1
ETU_0011,MED_C10,0
ETU_0011,MED_C11,0
ETU_0011,MED_C12,0
ETU_0011,MED_C13,1
ETU_0011,MED_C14,1
ETU_0012,DEN_C01,0
ETU_0012,DEN_C02,0
ETU_0012,DEN_C03,0
ETU_0012,DEN_C04,2
ETU_0012,DEN_C05,0
ETU_0012,DEN_C06,1
ETU_0012,DEN_C07,2
ETU_0012,DEN_C08,0
ETU_0012,DEN_C09,1
ETU_0012,DEN_C10,0
ETU_0012,DEN_C11,1
ETU_0012,DEN_C12,0
ETU_0013,MAI_C01,1
ETU_0013,MAI_C02,0
ETU_0013,MAI_C03,0
ETU_0013,MAI_C04,0
ETU_0013,MAI_C05,0
ETU_0013,MAI_C06,0
ETU_0013,MAI_C07,0
ETU_0013,MAI_C08,0
ETU_0013,MAI_C09,0
ETU_0013,MAI_C10,0
ETU_0013,MAI_C11,1
ETU_0013,MAI_C12,1
ETU_0014,MED_C01,0
ETU_0014,MED_C02,0
ETU_0014,MED_C03,0
ETU_0014,MED_C04,0
ETU_0014,MED_C05,0
ETU_0014,MED_C06,0
ETU_0014,MED_C07,0
ETU_0014,MED_C08,0
ETU_0014,MED_C09,0
ETU_0014,MED_C10,0
ETU_0014,MED_C11,0
ETU_0014,MED_C12,0
ETU_0014,MED_C13,0
ETU_0014,MED_C14,0
ETU_0015,MED_C01,1
ETU_0015,MED_C02,0
ETU_0015,MED_C03,0
ETU_0015,MED_C04,0
ETU_0015,MED_C05,0
ETU_0015,MED_C06,0
ETU_0015,MED_C07,1
ETU_0015,MED_C08,2
ETU_0015,MED_C09,0
ETU_0015,MED_C10,0
ETU_0015,MED_C11,0
ETU_0015,MED_C12,0
ETU_0015,MED_C13,1
ETU_0015,MED_C14,1
ETU_0016,MED_C01,0
ETU_0016,MED_C02,0
ETU_0016,MED_C03,0
ETU_0016,MED_C04,0
ETU_0016,MED_C05,0
ETU_0016,MED_C06,1
ETU_0016,MED_C07,0
ETU_0016,MED_C08,1
ETU_0016,MED_C09,0
ETU_0016,MED_C10,2
ETU_0016,MED_C11,0
ETU_0016,MED_C12,0
ETU_0016,MED_C13,0
ETU_0016,MED_C14,1
ETU_0017,MED_C01,2
ETU_0017,MED_C02,0
ETU_0017,MED_C03,0
ETU_0017,MED_C04,0
ETU_0017,MED_C05,0
ETU_0017,MED_C06,0
ETU_0017,MED_C07,2
ETU_0017,MED_C08,0
ETU_0017,MED_C09,0
ETU_0017,MED_C10,2
ETU_0017,MED_C11,0
ETU_0017,MED_C12,0
ETU_0017,MED_C13,1
ETU_0017,MED_C14,0
ETU_0018,PHA_C01,1
ETU_0018,PHA_C02,0
ETU_0018,PHA_C03,2
ETU_0018,PHA_C04,0
ETU_0018,PHA_C05,0
ETU_0018,PHA_C06,0
ETU_0018,PHA_C07,1
ETU_0018,PHA_C08,0
ETU_0018,PHA_C09,2
ETU_0018,PHA_C10,0
ETU_0019,MED_C01,0
ETU_0019,MED_C02,1
ETU_0019,MED_C03,0
ETU_0019,MED_C04,0
ETU_0019,MED_C05,0
ETU_0019,MED_C06,1
ETU_0019,MED_C07,1
ETU_0019,MED_C08,1
ETU_0019,MED_C09,0
ETU_0019,MED_C10,1
ETU_0019,MED_C11,1
ETU_0019,MED_C12,0
ETU_0019,MED_C13,2
ETU_0019,MED_C14,0
ETU_0020,MED_C01,1
ETU_0020,MED_C02,0
ETU_0020,MED_C03,2
ETU_0020,MED_C04,0
ETU_0020,MED_C05,0
ETU_0020,MED_C06,0
ETU_0020,MED_C07,1
ETU_0020,MED_C08,1
ETU_0020,MED_C09,0
ETU_0020,MED_C10,1
ETU_0020,MED_C11,0
ETU_0020,MED_C12,-1
ETU_0020,MED_C13,0
ETU_0020,MED_C14,0
ETU_0021,PHA_C01,1
ETU_0021,PHA_C02,0
ETU_0021,PHA_C03,0
ETU_0021,PHA_C04,1
ETU_0021,PHA_C05,1
ETU_0021,PHA_C06,-1
ETU_0021,PHA_C07,3
ETU_0021,PHA_C08,2
ETU_0021,PHA_C09,0
ETU_0021,PHA_C10,0
ETU_0022,MED_C01,0
ETU_0022,MED_C02,0
ETU_0022,MED_C03,1
ETU_0022,MED_C04,0
ETU_0022,MED_C05,0
ETU_0022,MED_C06,1
ETU_0022,MED_C07,1
ETU_0022,MED_C08,1
ETU_0022,MED_C09,-1
ETU_0022,MED_C10,0
ETU_0022,MED_C11,0
ETU_0022,MED_C12,1
ETU_0022,MED_C13,1
ETU_0022,MED_C14,1
ETU_0023,MED_C01,0
ETU_0023,MED_C02,0
ETU_0023,MED_C03,0
ETU_0023,MED_C04,0
ETU_0023,MED_C05,0
ETU_0023,MED_C06,0
ETU_0023,MED_C07,0
ETU_0023,MED_C08,1
ETU_0023,MED_C09,1
ETU_0023,MED_C10,1
ETU_0023,MED_C11,0
ETU_0023,MED_C12,1
ETU_0023,MED_C13,0
ETU_0023,MED_C14,0
ETU_0024,MED_C01,0
ETU_0024,MED_C02,0
ETU_0024,MED_C03,0
ETU_0024,MED_C04,0
ETU_0024,MED_C05,0
ETU_0024,MED_C06,0
ETU_0024,MED_C07,0
ETU_0024,MED_C08,0
ETU_0024,MED_C09,0
ETU_0024,MED_C10,0
ETU_0024,MED_C11,0
ETU_0024,MED_C12,0
ETU_0024,MED_C13,0
ETU_0024,MED_C14,0
ETU_0025,MED_C01,2
ETU_0025,MED_C02,0
ETU_0025,MED_C03,1
ETU_0025,MED_C04,0
ETU_0025,MED_C05,0
ETU_0025,MED_C06,0
ETU_0025,MED_C07,0
ETU_0025,MED_C08,0
ETU_0025,MED_C09,0
ETU_0025,MED_C10,0
ETU_0025,MED_C11,0
ETU_0025,MED_C12,1
ETU_0025,MED_C13,1
ETU_0025,MED_C14,1
ETU_0026,MAI_C01,0
ETU_0026,MAI_C02,0
ETU_0026,MAI_C03,1
ETU_0026,MAI_C04,1
ETU_0026,MAI_C05,-1
ETU_0026,MAI_C06,0
ETU_0026,MAI_C07,3
ETU_0026,MAI_C08,1
ETU_0026,MAI_C09,0
ETU_0026,MAI_C10,0
ETU_0026,MAI_C11,0
ETU_0026,MAI_C12,0
ETU_0027,MED_C01,1
ETU_0027,MED_C02,1
ETU_0027,MED_C03,0
ETU_0027,MED_C04,0
ETU_0027,MED_C05,1
ETU_0027,MED_C06,1
ETU_0027,MED_C07,0
ETU_0027,MED_C08,0
ETU_0027,MED_C09,0
ETU_0027,MED_C10,1
ETU_0027,MED_C11,0
ETU_0027,MED_C12,0
ETU_0027,MED_C13,0
ETU_0027,MED_C14,1
ETU_0028,PHA_C01,1
ETU_0028,PHA_C02,0
ETU_0028,PHA_C03,0
ETU_0028,PHA_C04,0
ETU_0028,PHA_C05,1
ETU_0028,PHA_C06,1
ETU_0028,PHA_C07,0
ETU_0028,PHA_C08,0
ETU_0028,PHA_C09,0
ETU_0028,PHA_C10,0
ETU_0029,PHA_C01,0
ETU_0029,PHA_C02,1
ETU_0029,PHA_C03,0
ETU_0029,PHA_C04,0
ETU_0029,PHA_C05,0
ETU_0029,PHA_C06,0
ETU_0029,PHA_C07,0
ETU_0029,PHA_C08,0
ETU_0029,PHA_C09,-1
ETU_0029,PHA_C10,0
ETU_0030,MED_C01,0
ETU_0030,MED_C02,0
ETU_0030,MED_C03,0
ETU_0030,MED_C04,1
ETU_0030,MED_C05,0
ETU_0030,MED_C06,1
ETU_0030,MED_C07,0
ETU_0030,MED_C08,1
ETU_0030,MED_C09,0
ETU_0030,MED_C10,1
ETU_0030,MED_C11,0
ETU_0030,MED_C12,0
ETU_0030,MED_C13,0
ETU_0030,MED_C14,0
ETU_0031,PHA_C01,0
ETU_0031,PHA_C02,0
ETU_0031,PHA_C03,0
ETU_0031,PHA_C04,0
ETU_0031,PHA_C05,0
ETU_0031,PHA_C06,0
ETU_0031,PHA_C07,0
ETU_0031,PHA_C08,0
ETU_0031,PHA_C09,0
ETU_0031,PHA_C10,0
ETU_0032,MED_C01,0
ETU_0032,MED_C02,0
ETU_0032,MED_C03,0
ETU_0032,MED_C04,1
ETU_0032,MED_C05,1
ETU_0032,MED_C06,1
ETU_0032,MED_C07,0
ETU_0032,MED_C08,0
ETU_0032,MED_C09,0
ETU_0032,MED_C10,0
ETU_0032,MED_C11,1
ETU_0032,MED_C12,0
ETU_0032,MED_C13,0
ETU_0032,MED_C14,0
ETU_0033,MED_C01,1
ETU_0033,MED_C02,1
ETU_0033,MED_C03,1
ETU_0033,MED_C04,0
ETU_0033,MED_C05,1
ETU_0033,MED_C06,0
ETU_0033,MED_C07,2
ETU_0033,MED_C08,1
ETU_0033,MED_C09,0
ETU_0033,MED_C10,2
ETU_0033,MED_C11,1
ETU_0033,MED_C12,0
ETU_0033,MED_C13,1
ETU_0033,MED_C14,0
ETU_0034,DEN_C01,0
ETU_0034,DEN_C02,0
ETU_0034,DEN_C03,0
ETU_0034,DEN_C04,-1
ETU_0034,DEN_C05,0
ETU_0034,DEN_C06,0
ETU_0034,DEN_C07,1
ETU_0034,DEN_C08,0
ETU_0034,DEN_C09,0
ETU_0034,DEN_C10,0
ETU_0034,DEN_C11,2
ETU_0034,DEN_C12,0
ETU_0035,DEN_C01,0
ETU_0035,DEN_C02,0
ETU_0035,DEN_C03,0
ETU_0035,DEN_C04,0
ETU_0035,DEN_C05,0
ETU_0035,DEN_C06,2
ETU_0035,DEN_C07,1
ETU_0035,DEN_C08,0
ETU_0035,DEN_C09,1
ETU_0035,DEN_C10,0
ETU_0035,DEN_C11,2
ETU_0035,DEN_C12,0
ETU_0036,MAI_C01,0
ETU_0036,MAI_C02,1
ETU_0036,MAI_C03,0
ETU_0036,MAI_C04,0
ETU_0036,MAI_C05,1
ETU_0036,MAI_C06,1
ETU_0036,MAI_C07,1
ETU_0036,MAI_C08,0
ETU_0036,MAI_C09,1
ETU_0036,MAI_C10,0
ETU_0036,MAI_C11,2
ETU_0036,MAI_C12,2
ETU_0037,MED_C01,0
ETU_0037,MED_C02,1
ETU_0037,MED_C03,0
ETU_0037,MED_C04,0
ETU_0037,MED_C05,0
ETU_0037,MED_C06,0
ETU_0037,MED_C07,0
ETU_0037,MED_C08,0
ETU_0037,MED_C09,0
ETU_0037,MED_C10,0
ETU_0037,MED_C11,0
ETU_0037,MED_C12,0
ETU_0037,MED_C13,1
ETU_0037,MED_C14,0
ETU_0038,MED_C01,0
ETU_0038,MED_C02,1
ETU_0038,MED_C03,0
ETU_0038,MED_C04,2
ETU_0038,MED_C05,0
ETU_0038,MED_C06,0
ETU_0038,MED_C07,2
ETU_0038,MED_C08,1
ETU_0038,MED_C09,1
ETU_0038,MED_C10,1
ETU_0038,MED_C11,0
ETU_0038,MED_C12,1
ETU_0038,MED_C13,0
ETU_0038,MED_C14,0
ETU_0039,PHA_C01,2
ETU_0039,PHA_C02,0
ETU_0039,PHA_C03,0
ETU_0039,PHA_C04,0
ETU_0039,PHA_C05,0
ETU_0039,PHA_C06,0
ETU_0039,PHA_C07,0
ETU_0039,PHA_C08,0
ETU_0039,PHA_C09,0
ETU_0039,PHA_C10,1
ETU_0040,MED_C01,0
ETU_0040,MED_C02,0
ETU_0040,MED_C03,0
ETU_0040,MED_C04,0
ETU_0040,MED_C05,0
ETU_0040,MED_C06,0
ETU_0040,MED_C07,0
ETU_0040,MED_C08,0
ETU_0040,MED_C09,0
ETU_0040,MED_C10,0
ETU_0040,MED_C11,0
ETU_0040,MED_C12,0
ETU_0040,MED_C13,0
ETU_0040,MED_C14,0
ETU_0041,MED_C01,1
ETU_0041,MED_C02,0
ETU_0041,MED_C03,0
ETU_0041,MED_C04,0
ETU_0041,MED_C05,0
ETU_0041,MED_C06,0
ETU_0041,MED_C07,1
ETU_0041,MED_C08,3
ETU_0041,MED_C09,0
ETU_0041,MED_C10,0
ETU_0041,MED_C11,0
ETU_0041,MED_C12,0
ETU_0041,MED_C13,0
ETU_0041,MED_C14,0
ETU_0042,MED_C01,0
ETU_0042,MED_C02,0
ETU_0042,MED_C03,1
ETU_0042,MED_C04,0
ETU_0042,MED_C05,1
ETU_0042,MED_C06,0
ETU_0042,MED_C07,0
ETU_0042,MED_C08,0
ETU_0042,MED_C09,0
ETU_0042,MED_C10,0
ETU_0042,MED_C11,1
ETU_0042,MED_C12,0
ETU_0042,MED_C13,0
ETU_0042,MED_C14,0
ETU_0043,MED_C01,1
ETU_0043,MED_C02,1
ETU_0043,MED_C03,0
ETU_0043,MED_C04,0
ETU_0043,MED_C05,0
ETU_0043,MED_C06,0
ETU_0043,MED_C07,0
ETU_0043,MED_C08,0
ETU_0043,MED_C09,0
ETU_0043,MED_C10,0
ETU_0043,MED_C11,0
ETU_0043,MED_C12,0
ETU_0043,MED_C13,0
ETU_0043,MED_C14,0
ETU_0044,DEN_C01,0
ETU_0044,DEN_C02,1
ETU_0044,DEN_C03,1
ETU_0044,DEN_C04,0
ETU_0044,DEN_C05,1
ETU_0044,DEN_C06,2
ETU_0044,DEN_C07,0
ETU_0044,DEN_C08,0
ETU_0044,DEN_C09,0
ETU_0044,DEN_C10,1
ETU_0044,DEN_C11,0
ETU_0044,DEN_C12,0
ETU_0045,MED_C01,0
ETU_0045,MED_C02,0
ETU_0045,MED_C03,1
ETU_0045,MED_C04,0
ETU_0045,MED_C05,0
ETU_0045,MED_C06,0
ETU_0045,MED_C07,1
ETU_0045,MED_C08,-1
ETU_0045,MED_C09,1
ETU_0045,MED_C10,0
ETU_0045,MED_C11,1
ETU_0045,MED_C12,0
ETU_0045,MED_C13,0
ETU_0045,MED_C14,1
ETU_0046,PHA_C01,1
ETU_0046,PHA_C02,0
ETU_0046,PHA_C03,0
ETU_0046,PHA_C04,0
ETU_0046,PHA_C05,0
ETU_0046,PHA_C06,0
ETU_0046,PHA_C07,0
ETU_0046,PHA_C08,1
ETU_0046,PHA_C09,0
ETU_0046,PHA_C10,2
ETU_0047,MED_C01,0
ETU_0047,MED_C02,0
ETU_0047,MED_C03,0
ETU_0047,MED_C04,0
ETU_0047,MED_C05,0
ETU_0047,MED_C06,1
ETU_0047,MED_C07,1
ETU_0047,MED_C08,0
ETU_0047,MED_C09,0
ETU_0047,MED_C10,1
ETU_0047,MED_C11,0
ETU_0047,MED_C12,0
ETU_0047,MED_C13,0
ETU_0047,MED_C14,0
ETU_0048,PHA_C01,2
ETU_0048,PHA_C02,0
ETU_0048,PHA_C03,1
ETU_0048,PHA_C04,0
ETU_0048,PHA_C05,-1
ETU_0048,PHA_C06,2
ETU_0048,PHA_C07,0
ETU_0048,PHA_C08,1
ETU_0048,PHA_C09,0
ETU_0048,PHA_C10,1
ETU_0049,PHA_C01,0
ETU_0049,PHA_C02,0
ETU_0049,PHA_C03,0
ETU_0049,PHA_C04,1
ETU_0049,PHA_C05,0
ETU_0049,PHA_C06,0
ETU_0049,PHA_C07,1
ETU_0049,PHA_C08,0
ETU_0049,PHA_C09,1
ETU_0049,PHA_C10,0
ETU_0050,MED_C01,1
ETU_0050,MED_C02,0
ETU_0050,MED_C03,0
ETU_0050,MED_C04,0
ETU_0050,MED_C05,2
ETU_0050,MED_C06,0
ETU_0050,MED_C07,0
ETU_0050,MED_C08,1
ETU_0050,MED_C09,0
ETU_0050,MED_C10,1
ETU_0050,MED_C11,0
ETU_0050,MED_C12,0
ETU_0050,MED_C13,0
ETU_0050,MED_C14,1
ETU_0051,DEN_C01,1
ETU_0051,DEN_C02,2
ETU_0051,DEN_C03,1
ETU_0051,DEN_C04,0
ETU_0051,DEN_C05,0
ETU_0051,DEN_C06,0
ETU_0051,DEN_C07,1
ETU_0051,DEN_C08,0
ETU_0051,DEN_C09,0
ETU_0051,DEN_C10,0
ETU_0051,DEN_C11,1
ETU_0051,DEN_C12,0
ETU_0052,MAI_C01,0
ETU_0052,MAI_C02,0
ETU_0052,MAI_C03,1
ETU_0052,MAI_C04,0
ETU_0052,MAI_C05,0
ETU_0052,MAI_C06,0
ETU_0052,MAI_C07,1
ETU_0052,MAI_C08,1
ETU_0052,MAI_C09,0
ETU_0052,MAI_C10,0
ETU_0052,MAI_C11,0
ETU_0052,MAI_C12,1
ETU_0053,DEN_C01,0
ETU_0053,DEN_C02,0
ETU_0053,DEN_C03,0
ETU_0053,DEN_C04,0
ETU_0053,DEN_C05,0
ETU_0053,DEN_C06,0
ETU_0053,DEN_C07,0
ETU_0053,DEN_C08,0
ETU_0053,DEN_C09,0
ETU_0053,DEN_C10,0
ETU_0053,DEN_C11,0
ETU_0053,DEN_C12,0
ETU_0054,DEN_C01,1
ETU_0054,DEN_C02,2
ETU_0054,DEN_C03,0
ETU_0054,DEN_C04,1
ETU_0054,DEN_C05,0
ETU_0054,DEN_C06,1
ETU_0054,DEN_C07,1
ETU_0054,DEN_C08,2
ETU_0054,DEN_C09,0
ETU_0054,DEN_C10,0
ETU_0054,DEN_C11,0
ETU_0054,DEN_C12,2
ETU_0055,PHA_C01,0
ETU_0055,PHA_C02,0
ETU_0055,PHA_C03,1
ETU_0055,PHA_C04,0
ETU_0055,PHA_C05,0
ETU_0055,PHA_C06,1
ETU_0055,PHA_C07,0
ETU_0055,PHA_C08,3
ETU_0055,PHA_C09,1
ETU_0055,PHA_C10,1
ETU_0056,DEN_C01,0
ETU_0056,DEN_C02,0
ETU_0056,DEN_C03,0
ETU_0056,DEN_C04,0
ETU_0056,DEN_C05,0
ETU_0056,DEN_C06,0
ETU_0056,DEN_C07,0
ETU_0056,DEN_C08,0
ETU_0056,DEN_C09,0
ETU_0056,DEN_C10,0
ETU_0056,DEN_C11,0
ETU_0056,DEN_C12,0
ETU_0057,MED_C01,0
ETU_0057,MED_C02,0
ETU_0057,MED_C03,0
ETU_0057,MED_C04,0
ETU_0057,MED_C05,0
ETU_0057,MED_C06,0
ETU_0057,MED_C07,0
ETU_0057,MED_C08,0
ETU_0057,MED_C09,0
ETU_0057,MED_C10,0
ETU_0057,MED_C11,0
ETU_0057,MED_C12,0
ETU_0057,MED_C13,0
ETU_0057,MED_C14,0
ETU_0058,MED_C01,1
ETU_0058,MED_C02,0
ETU_0058,MED_C03,0
ETU_0058,MED_C04,0
ETU_0058,MED_C05,1
ETU_0058,MED_C06,1
ETU_0058,MED_C07,0
ETU_0058,MED_C08,0
ETU_0058,MED_C09,0
ETU_0058,MED_C10,1
ETU_0058,MED_C11,1
ETU_0058,MED_C12,0
ETU_0058,MED_C13,0
ETU_0058,MED_C14,1
ETU_0059,MED_C01,2
ETU_0059,MED_C02,0
ETU_0059,MED_C03,0
ETU_0059,MED_C04,1
ETU_0059,MED_C05,0
ETU_0059,MED_C06,0
ETU_0059,MED_C07,1
ETU_0059,MED_C08,1
ETU_0059,MED_C09,0
ETU_0059,MED_C10,-1
ETU_0059,MED_C11,1
ETU_0059,MED_C12,0
ETU_0059,MED_C13,1
ETU_0059,MED_C14,0
ETU_0060,MED_C01,0
ETU_0060,MED_C02,0
ETU_0060,MED_C03,0
ETU_0060,MED_C04,0
ETU_0060,MED_C05,1
ETU_0060,MED_C06,0
ETU_0060,MED_C07,0
ETU_0060,MED_C08,0
ETU_0060,MED_C09,0
ETU_0060,MED_C10,0
ETU_0060,MED_C11,0
ETU_0060,MED_C12,1
ETU_0060,MED_C13,0
ETU_0060,MED_C14,0
ETU_0061,MED_C01,1
ETU_0061,MED_C02,1
ETU_0061,MED_C03,4
ETU_0061,MED_C04,0
ETU_0061,MED_C05,1
ETU_0061,MED_C06,0
ETU_0061,MED_C07,3
ETU_0061,MED_C08,1
ETU_0061,MED_C09,0
ETU_0061,MED_C10,1
ETU_0061,MED_C11,2
ETU_0061,MED_C12,0
ETU_0061,MED_C13,0
ETU_0061,MED_C14,1
ETU_0062,MED_C01,0
ETU_0062,MED_C02,0
ETU_0062,MED_C03,0
ETU_0062,MED_C04,0
ETU_0062,MED_C05,0
ETU_0062,MED_C06,0
ETU_0062,MED_C07,0
ETU_0062,MED_C08,0
ETU_0062,MED_C09,0
ETU_0062,MED_C10,0
ETU_0062,MED_C11,0
ETU_0062,MED_C12,0
ETU_0062,MED_C13,0
ETU_0062,MED_C14,0
ETU_0063,MAI_C01,0
ETU_0063,MAI_C02,0
ETU_0063,MAI_C03,0
ETU_0063,MAI_C04,1
ETU_0063,MAI_C05,2
ETU_0063,MAI_C06,0
ETU_0063,MAI_C07,1
ETU_0063,MAI_C08,0
ETU_0063,MAI_C09,1
ETU_0063,MAI_C10,0
ETU_0063,MAI_C11,2
ETU_0063,MAI_C12,2
ETU_0064,MED_C01,0
ETU_0064,MED_C02,0
ETU_0064,MED_C03,0
ETU_0064,MED_C04,0
ETU_0064,MED_C05,0
ETU_0064,MED_C06,0
ETU_0064,MED_C07,0
ETU_0064,MED_C08,0
ETU_0064,MED_C09,0
ETU_0064,MED_C10,0
ETU_0064,MED_C11,0
ETU_0064,MED_C12,0
ETU_0064,MED_C13,0
ETU_0064,MED_C14,0
ETU_0065,MED_C01,1
ETU_0065,MED_C02,1
ETU_0065,MED_C03,0
ETU_0065,MED_C04,1
ETU_0065,MED_C05,0
ETU_0065,MED_C06,1
ETU_0065,MED_C07,0
ETU_0065,MED_C08,1
ETU_0065,MED_C09,0
ETU_0065,MED_C10,0
ETU_0065,MED_C11,0
ETU_0065,MED_C12,1
ETU_0065,MED_C13,0
ETU_0065,MED_C14,0
ETU_0066,PHA_C01,0
ETU_0066,PHA_C02,0
ETU_0066,PHA_C03,0
ETU_0066,PHA_C04,0
ETU_0066,PHA_C05,0
ETU_0066,PHA_C06,0
ETU_0066,PHA_C07,0
ETU_0066,PHA_C08,0
ETU_0066,PHA_C09,2
ETU_0066,PHA_C10,0
ETU_0067,MED_C01,0
ETU_0067,MED_C02,0
ETU_0067,MED_C03,0
ETU_0067,MED_C04,0
ETU_0067,MED_C05,0
ETU_0067,MED_C06,0
ETU_0067,MED_C07,0
ETU_0067,MED_C08,0
ETU_0067,MED_C09,0
ETU_0067,MED_C10,0
ETU_0067,MED_C11,0
ETU_0067,MED_C12,0
ETU_0067,MED_C13,0
ETU_0067,MED_C14,0
ETU_0068,MAI_C01,0
ETU_0068,MAI_C02,0
ETU_0068,MAI_C03,0
ETU_0068,MAI_C04,0
ETU_0068,MAI_C05,0
ETU_0068,MAI_C06,0
ETU_0068,MAI_C07,0
ETU_0068,MAI_C08,0
ETU_0068,MAI_C09,0
ETU_0068,MAI_C10,0
ETU_0068,MAI_C11,0
ETU_0068,MAI_C12,0
ETU_0069,MED_C01,0
ETU_0069,MED_C02,0
ETU_0069,MED_C03,0
ETU_0069,MED_C04,0
ETU_0069,MED_C05,0
ETU_0069,MED_C06,0
ETU_0069,MED_C07,0
ETU_0069,MED_C08,0
ETU_0069,MED_C09,0
ETU_0069,MED_C10,0
ETU_0069,MED_C11,0
ETU_0069,MED_C12,0
ETU_0069,MED_C13,0
ETU_0069,MED_C14,0
ETU_0070,DEN_C01,1
ETU_0070,DEN_C02,0
ETU_0070,DEN_C03,0
ETU_0070,DEN_C04,0
ETU_0070,DEN_C05,0
ETU_0070,DEN_C06,2
ETU_0070,DEN_C07,0
ETU_0070,DEN_C08,0
ETU_0070,DEN_C09,1
ETU_0070,DEN_C10,0
ETU_0070,DEN_C11,0
ETU_0070,DEN_C12,0
ETU_0071,MAI_C01,0
ETU_0071,MAI_C02,1
ETU_0071,MAI_C03,0
ETU_0071,MAI_C04,0
ETU_0071,MAI_C05,0
ETU_0071,MAI_C06,0
ETU_0071,MAI_C07,1
ETU_0071,MAI_C08,0
ETU_0071,MAI_C09,0
ETU_0071,MAI_C10,0
ETU_0071,MAI_C11,0
ETU_0071,MAI_C12,0
ETU_0072,MED_C01,1
ETU_0072,MED_C02,1
ETU_0072,MED_C03,1
ETU_0072,MED_C04,0
